#atoms per molecule N = 36
#distance_atoms = 0.255
#molecule_length = 8.925
#layers = 2

#LJ_epsilon	CD_epsilon	lateral_gap_min	radial_gap_min	offset_min	D-periodicity_min	E_CD_min	E_LJ_min	E_total_min
0.360	20.000	1.008	1.020	4.845	5.100	-88.537	-78.313	-166.850
0.360	30.000	1.008	1.020	5.100	4.845	-59.024	-78.313	-137.337
0.360	40.000	1.008	1.020	4.845	5.100	-44.268	-78.313	-122.581
0.360	50.000	1.008	1.020	4.845	5.100	-35.415	-78.313	-113.728
0.360	60.000	1.008	1.020	5.100	4.845	-29.512	-78.313	-107.825
0.360	70.000	1.120	1.020	4.845	5.100	-20.918	-82.846	-103.764
0.360	80.000	1.120	1.020	4.845	5.100	-18.303	-82.846	-101.149
0.360	90.000	1.120	1.020	4.845	5.100	-16.270	-82.846	-99.115
0.360	100.000	1.120	1.020	4.845	5.100	-14.643	-82.846	-97.488
0.360	110.000	1.120	1.020	4.845	5.100	-13.311	-82.846	-96.157
0.360	120.000	1.120	1.020	4.845	5.100	-12.202	-82.846	-95.048
0.360	130.000	1.120	1.020	4.845	5.100	-11.264	-82.846	-94.109
0.360	140.000	1.120	1.020	4.845	5.100	-10.459	-82.846	-93.305
0.360	150.000	1.120	1.020	4.845	5.100	-9.762	-82.846	-92.607
0.360	160.000	1.120	1.020	4.845	5.100	-9.152	-82.846	-91.997
0.360	170.000	1.120	1.020	4.845	5.100	-8.613	-82.846	-91.459
0.360	180.000	1.120	1.020	4.845	5.100	-8.135	-82.846	-90.980
0.360	190.000	1.120	1.020	4.845	5.100	-7.707	-82.846	-90.552
0.360	200.000	1.120	1.020	4.845	5.100	-7.321	-82.846	-90.167

0.370	10.000	1.008	1.020	4.845	5.100	-177.073	-80.488	-257.562
0.370	20.000	1.008	1.020	5.100	4.845	-88.537	-80.488	-169.025
0.370	30.000	1.008	1.020	4.845	5.100	-59.024	-80.488	-139.513
0.370	40.000	1.008	1.020	4.845	5.100	-44.268	-80.488	-124.757
0.370	50.000	1.008	1.020	4.845	5.100	-35.415	-80.488	-115.903
0.370	60.000	1.008	1.020	5.100	4.845	-29.512	-80.488	-110.001
0.370	70.000	1.120	1.020	4.845	5.100	-20.918	-85.147	-106.065
0.370	80.000	1.120	1.020	4.845	5.100	-18.303	-85.147	-103.450
0.370	90.000	1.120	1.020	4.845	5.100	-16.270	-85.147	-101.417
0.370	100.000	1.120	1.020	4.845	5.100	-14.643	-85.147	-99.790
0.370	110.000	1.120	1.020	4.845	5.100	-13.311	-85.147	-98.458
0.370	120.000	1.120	1.020	4.845	5.100	-12.202	-85.147	-97.349
0.370	130.000	1.120	1.020	4.845	5.100	-11.264	-85.147	-96.411
0.370	140.000	1.120	1.020	4.845	5.100	-10.459	-85.147	-95.606
0.370	150.000	1.120	1.020	4.845	5.100	-9.762	-85.147	-94.909
0.370	160.000	1.120	1.020	4.845	5.100	-9.152	-85.147	-94.299
0.370	170.000	1.120	1.020	4.845	5.100	-8.613	-85.147	-93.760
0.370	180.000	1.120	1.020	4.845	5.100	-8.135	-85.147	-93.282
0.370	190.000	1.120	1.020	4.845	5.100	-7.707	-85.147	-92.854
0.370	200.000	1.120	1.020	4.845	5.100	-7.321	-85.147	-92.468

0.380	10.000	1.008	1.020	4.845	5.100	-177.073	-82.664	-259.737
0.380	20.000	1.008	1.020	5.100	4.845	-88.537	-82.664	-171.200
0.380	30.000	1.008	1.020	4.845	5.100	-59.024	-82.664	-141.688
0.380	40.000	1.008	1.020	5.100	4.845	-44.268	-82.664	-126.932
0.380	50.000	1.008	1.020	5.100	4.845	-35.415	-82.664	-118.078
0.380	60.000	1.008	1.020	4.845	5.100	-29.512	-82.664	-112.176
0.380	70.000	1.120	1.020	4.845	5.100	-20.918	-87.448	-108.366
0.380	80.000	1.120	1.020	4.845	5.100	-18.303	-87.448	-105.752
0.380	90.000	1.120	1.020	4.845	5.100	-16.270	-87.448	-103.718
0.380	100.000	1.120	1.020	4.845	5.100	-14.643	-87.448	-102.091
0.380	110.000	1.120	1.020	4.845	5.100	-13.311	-87.448	-100.760
0.380	120.000	1.120	1.020	4.845	5.100	-12.202	-87.448	-99.650
0.380	130.000	1.120	1.020	4.845	5.100	-11.264	-87.448	-98.712
0.380	140.000	1.120	1.020	4.845	5.100	-10.459	-87.448	-97.907
0.380	150.000	1.120	1.020	4.845	5.100	-9.762	-87.448	-97.210
0.380	160.000	1.120	1.020	4.845	5.100	-9.152	-87.448	-96.600
0.380	170.000	1.120	1.020	4.845	5.100	-8.613	-87.448	-96.062
0.380	180.000	1.120	1.020	4.845	5.100	-8.135	-87.448	-95.583
0.380	190.000	1.120	1.020	4.845	5.100	-7.707	-87.448	-95.155
0.380	200.000	1.120	1.020	4.845	5.100	-7.321	-87.448	-94.770

0.390	10.000	1.008	1.020	4.845	5.100	-177.073	-84.839	-261.912
0.390	20.000	1.008	1.020	4.845	5.100	-88.537	-84.839	-173.376
0.390	30.000	1.008	1.020	4.845	5.100	-59.024	-84.839	-143.863
0.390	40.000	1.008	1.020	4.845	5.100	-44.268	-84.839	-129.107
0.390	50.000	1.008	1.020	4.845	5.100	-35.415	-84.839	-120.254
0.390	60.000	1.008	1.020	4.845	5.100	-29.512	-84.839	-114.351
0.390	70.000	1.120	1.020	4.845	5.100	-20.918	-89.750	-110.668
0.390	80.000	1.120	1.020	4.845	5.100	-18.303	-89.750	-108.053
0.390	90.000	1.120	1.020	4.845	5.100	-16.270	-89.750	-106.019
0.390	100.000	1.120	1.020	4.845	5.100	-14.643	-89.750	-104.392
0.390	110.000	1.120	1.020	4.845	5.100	-13.311	-89.750	-103.061
0.390	120.000	1.120	1.020	4.845	5.100	-12.202	-89.750	-101.952
0.390	130.000	1.120	1.020	4.845	5.100	-11.264	-89.750	-101.013
0.390	140.000	1.120	1.020	4.845	5.100	-10.459	-89.750	-100.209
0.390	150.000	1.120	1.020	4.845	5.100	-9.762	-89.750	-99.511
0.390	160.000	1.120	1.020	4.845	5.100	-9.152	-89.750	-98.901
0.390	170.000	1.120	1.020	4.845	5.100	-8.613	-89.750	-98.363
0.390	180.000	1.120	1.020	4.845	5.100	-8.135	-89.750	-97.884
0.390	190.000	1.120	1.020	4.845	5.100	-7.707	-89.750	-97.456
0.390	200.000	1.120	1.020	4.845	5.100	-7.321	-89.750	-97.071

0.400	10.000	1.008	1.020	5.100	4.845	-177.073	-87.014	-264.088
0.400	20.000	1.008	1.020	4.845	5.100	-88.537	-87.014	-175.551
0.400	30.000	1.008	1.020	5.100	4.845	-59.024	-87.014	-146.039
0.400	40.000	1.008	1.020	4.845	5.100	-44.268	-87.014	-131.283
0.400	50.000	1.008	1.020	4.845	5.100	-35.415	-87.014	-122.429
0.400	60.000	1.008	1.020	5.100	4.845	-29.512	-87.014	-116.527
0.400	70.000	1.120	1.020	4.845	5.100	-20.918	-92.051	-112.969
0.400	80.000	1.120	1.020	4.845	5.100	-18.303	-92.051	-110.354
0.400	90.000	1.120	1.020	4.845	5.100	-16.270	-92.051	-108.320
0.400	100.000	1.120	1.020	4.845	5.100	-14.643	-92.051	-106.693
0.400	110.000	1.120	1.020	4.845	5.100	-13.311	-92.051	-105.362
0.400	120.000	1.120	1.020	4.845	5.100	-12.202	-92.051	-104.253
0.400	130.000	1.120	1.020	4.845	5.100	-11.264	-92.051	-103.314
0.400	140.000	1.120	1.020	4.845	5.100	-10.459	-92.051	-102.510
0.400	150.000	1.120	1.020	4.845	5.100	-9.762	-92.051	-101.813
0.400	160.000	1.120	1.020	4.845	5.100	-9.152	-92.051	-101.202
0.400	170.000	1.120	1.020	4.845	5.100	-8.613	-92.051	-100.664
0.400	180.000	1.120	1.020	4.845	5.100	-8.135	-92.051	-100.186
0.400	190.000	1.120	1.020	4.845	5.100	-7.707	-92.051	-99.757
0.400	200.000	1.120	1.020	4.845	5.100	-7.321	-92.051	-99.372

0.410	10.000	1.008	1.020	4.845	5.100	-177.073	-89.190	-266.263
0.410	20.000	1.008	1.020	4.845	5.100	-88.537	-89.190	-177.726
0.410	30.000	1.008	1.020	5.100	4.845	-59.024	-89.190	-148.214
0.410	40.000	1.008	1.020	5.100	4.845	-44.268	-89.190	-133.458
0.410	50.000	1.008	1.020	5.100	4.845	-35.415	-89.190	-124.604
0.410	60.000	1.120	1.020	4.845	5.100	-24.404	-94.352	-118.756
0.410	70.000	1.120	1.020	4.845	5.100	-20.918	-94.352	-115.270
0.410	80.000	1.120	1.020	4.845	5.100	-18.303	-94.352	-112.655
0.410	90.000	1.120	1.020	4.845	5.100	-16.270	-94.352	-110.622
0.410	100.000	1.120	1.020	4.845	5.100	-14.643	-94.352	-108.995
0.410	110.000	1.120	1.020	4.845	5.100	-13.311	-94.352	-107.664
0.410	120.000	1.120	1.020	4.845	5.100	-12.202	-94.352	-106.554
0.410	130.000	1.120	1.020	4.845	5.100	-11.264	-94.352	-105.616
0.410	140.000	1.120	1.020	4.845	5.100	-10.459	-94.352	-104.811
0.410	150.000	1.120	1.020	4.845	5.100	-9.762	-94.352	-104.114
0.410	160.000	1.120	1.020	4.845	5.100	-9.152	-94.352	-103.504
0.410	170.000	1.120	1.020	4.845	5.100	-8.613	-94.352	-102.965
0.410	180.000	1.120	1.020	4.845	5.100	-8.135	-94.352	-102.487
0.410	190.000	1.120	1.020	4.845	5.100	-7.707	-94.352	-102.059
0.410	200.000	1.120	1.020	4.845	5.100	-7.321	-94.352	-101.673

0.420	10.000	1.008	1.020	4.845	5.100	-177.073	-91.365	-268.438
0.420	20.000	1.008	1.020	5.100	4.845	-88.537	-91.365	-179.902
0.420	30.000	1.008	1.020	4.845	5.100	-59.024	-91.365	-150.390
0.420	40.000	1.008	1.020	4.845	5.100	-44.268	-91.365	-135.633
0.420	50.000	1.008	1.020	4.845	5.100	-35.415	-91.365	-126.780
0.420	60.000	1.120	1.020	4.845	5.100	-24.404	-96.653	-121.058
0.420	70.000	1.120	1.020	4.845	5.100	-20.918	-96.653	-117.571
0.420	80.000	1.120	1.020	4.845	5.100	-18.303	-96.653	-114.957
0.420	90.000	1.120	1.020	4.845	5.100	-16.270	-96.653	-112.923
0.420	100.000	1.120	1.020	4.845	5.100	-14.643	-96.653	-111.296
0.420	110.000	1.120	1.020	4.845	5.100	-13.311	-96.653	-109.965
0.420	120.000	1.120	1.020	4.845	5.100	-12.202	-96.653	-108.855
0.420	130.000	1.120	1.020	4.845	5.100	-11.264	-96.653	-107.917
0.420	140.000	1.120	1.020	4.845	5.100	-10.459	-96.653	-107.112
0.420	150.000	1.120	1.020	4.845	5.100	-9.762	-96.653	-106.415
0.420	160.000	1.120	1.020	4.845	5.100	-9.152	-96.653	-105.805
0.420	170.000	1.120	1.020	4.845	5.100	-8.613	-96.653	-105.267
0.420	180.000	1.120	1.020	4.845	5.100	-8.135	-96.653	-104.788
0.420	190.000	1.120	1.020	4.845	5.100	-7.707	-96.653	-104.360
0.420	200.000	1.120	1.020	4.845	5.100	-7.321	-96.653	-103.975

0.430	10.000	1.008	1.020	4.845	5.100	-177.073	-93.540	-270.614
0.430	20.000	1.008	1.020	4.845	5.100	-88.537	-93.540	-182.077
0.430	30.000	1.008	1.020	5.100	4.845	-59.024	-93.540	-152.565
0.430	40.000	1.008	1.020	4.845	5.100	-44.268	-93.540	-137.809
0.430	50.000	1.008	1.020	4.845	5.100	-35.415	-93.540	-128.955
0.430	60.000	1.120	1.020	4.845	5.100	-24.404	-98.955	-123.359
0.430	70.000	1.120	1.020	4.845	5.100	-20.918	-98.955	-119.873
0.430	80.000	1.120	1.020	4.845	5.100	-18.303	-98.955	-117.258
0.430	90.000	1.120	1.020	4.845	5.100	-16.270	-98.955	-115.224
0.430	100.000	1.120	1.020	4.845	5.100	-14.643	-98.955	-113.597
0.430	110.000	1.120	1.020	4.845	5.100	-13.311	-98.955	-112.266
0.430	120.000	1.120	1.020	4.845	5.100	-12.202	-98.955	-111.157
0.430	130.000	1.120	1.020	4.845	5.100	-11.264	-98.955	-110.218
0.430	140.000	1.120	1.020	4.845	5.100	-10.459	-98.955	-109.414
0.430	150.000	1.120	1.020	4.845	5.100	-9.762	-98.955	-108.716
0.430	160.000	1.120	1.020	4.845	5.100	-9.152	-98.955	-108.106
0.430	170.000	1.120	1.020	4.845	5.100	-8.613	-98.955	-107.568
0.430	180.000	1.120	1.020	4.845	5.100	-8.135	-98.955	-107.089
0.430	190.000	1.120	1.020	4.845	5.100	-7.707	-98.955	-106.661
0.430	200.000	1.120	1.020	4.845	5.100	-7.321	-98.955	-106.276

0.440	10.000	1.008	1.020	4.845	5.100	-177.073	-95.716	-272.789
0.440	20.000	1.008	1.020	4.845	5.100	-88.537	-95.716	-184.252
0.440	30.000	1.008	1.020	5.100	4.845	-59.024	-95.716	-154.740
0.440	40.000	1.008	1.020	4.845	5.100	-44.268	-95.716	-139.984
0.440	50.000	1.008	1.020	4.845	5.100	-35.415	-95.716	-131.130
0.440	60.000	1.120	1.020	4.845	5.100	-24.404	-101.256	-125.660
0.440	70.000	1.120	1.020	4.845	5.100	-20.918	-101.256	-122.174
0.440	80.000	1.120	1.020	4.845	5.100	-18.303	-101.256	-119.559
0.440	90.000	1.120	1.020	4.845	5.100	-16.270	-101.256	-117.525
0.440	100.000	1.120	1.020	4.845	5.100	-14.643	-101.256	-115.898
0.440	110.000	1.120	1.020	4.845	5.100	-13.311	-101.256	-114.567
0.440	120.000	1.120	1.020	4.845	5.100	-12.202	-101.256	-113.458
0.440	130.000	1.120	1.020	4.845	5.100	-11.264	-101.256	-112.519
0.440	140.000	1.120	1.020	4.845	5.100	-10.459	-101.256	-111.715
0.440	150.000	1.120	1.020	4.845	5.100	-9.762	-101.256	-111.018
0.440	160.000	1.120	1.020	4.845	5.100	-9.152	-101.256	-110.407
0.440	170.000	1.120	1.020	4.845	5.100	-8.613	-101.256	-109.869
0.440	180.000	1.120	1.020	4.845	5.100	-8.135	-101.256	-109.391
0.440	190.000	1.120	1.020	4.845	5.100	-7.707	-101.256	-108.962
0.440	200.000	1.120	1.020	4.845	5.100	-7.321	-101.256	-108.577

0.450	10.000	1.008	1.020	4.845	5.100	-177.073	-97.891	-274.964
0.450	20.000	1.008	1.020	4.845	5.100	-88.537	-97.891	-186.428
0.450	30.000	1.008	1.020	5.100	4.845	-59.024	-97.891	-156.916
0.450	40.000	1.008	1.020	5.100	4.845	-44.268	-97.891	-142.160
0.450	50.000	1.008	1.020	5.100	4.845	-35.415	-97.891	-133.306
0.450	60.000	1.120	1.020	4.845	5.100	-24.404	-103.557	-127.961
0.450	70.000	1.120	1.020	4.845	5.100	-20.918	-103.557	-124.475
0.450	80.000	1.120	1.020	4.845	5.100	-18.303	-103.557	-121.860
0.450	90.000	1.120	1.020	4.845	5.100	-16.270	-103.557	-119.827
0.450	100.000	1.120	1.020	4.845	5.100	-14.643	-103.557	-118.200
0.450	110.000	1.120	1.020	4.845	5.100	-13.311	-103.557	-116.869
0.450	120.000	1.120	1.020	4.845	5.100	-12.202	-103.557	-115.759
0.450	130.000	1.120	1.020	4.845	5.100	-11.264	-103.557	-114.821
0.450	140.000	1.120	1.020	4.845	5.100	-10.459	-103.557	-114.016
0.450	150.000	1.120	1.020	4.845	5.100	-9.762	-103.557	-113.319
0.450	160.000	1.120	1.020	4.845	5.100	-9.152	-103.557	-112.709
0.450	170.000	1.120	1.020	4.845	5.100	-8.613	-103.557	-112.170
0.450	180.000	1.120	1.020	4.845	5.100	-8.135	-103.557	-111.692
0.450	190.000	1.120	1.020	4.845	5.100	-7.707	-103.557	-111.264
0.450	200.000	1.120	1.020	4.845	5.100	-7.321	-103.557	-110.878

0.460	10.000	1.008	1.020	4.845	5.100	-177.073	-100.067	-277.140
0.460	20.000	1.008	1.020	5.100	4.845	-88.537	-100.067	-188.603
0.460	30.000	1.008	1.020	4.845	5.100	-59.024	-100.067	-159.091
0.460	40.000	1.008	1.020	4.845	5.100	-44.268	-100.067	-144.335
0.460	50.000	1.008	1.020	4.845	5.100	-35.415	-100.067	-135.481
0.460	60.000	1.120	1.020	4.845	5.100	-24.404	-105.858	-130.263
0.460	70.000	1.120	1.020	4.845	5.100	-20.918	-105.858	-126.776
0.460	80.000	1.120	1.020	4.845	5.100	-18.303	-105.858	-124.162
0.460	90.000	1.120	1.020	4.845	5.100	-16.270	-105.858	-122.128
0.460	100.000	1.120	1.020	4.845	5.100	-14.643	-105.858	-120.501
0.460	110.000	1.120	1.020	4.845	5.100	-13.311	-105.858	-119.170
0.460	120.000	1.120	1.020	4.845	5.100	-12.202	-105.858	-118.061
0.460	130.000	1.120	1.020	4.845	5.100	-11.264	-105.858	-117.122
0.460	140.000	1.120	1.020	4.845	5.100	-10.459	-105.858	-116.317
0.460	150.000	1.120	1.020	4.845	5.100	-9.762	-105.858	-115.620
0.460	160.000	1.120	1.020	4.845	5.100	-9.152	-105.858	-115.010
0.460	170.000	1.120	1.020	4.845	5.100	-8.613	-105.858	-114.472
0.460	180.000	1.120	1.020	4.845	5.100	-8.135	-105.858	-113.993
0.460	190.000	1.120	1.020	4.845	5.100	-7.707	-105.858	-113.565
0.460	200.000	1.120	1.020	4.845	5.100	-7.321	-105.858	-113.180

0.470	10.000	1.008	1.020	4.845	5.100	-177.073	-102.242	-279.315
0.470	20.000	1.008	1.020	5.100	4.845	-88.537	-102.242	-190.779
0.470	30.000	1.008	1.020	4.845	5.100	-59.024	-102.242	-161.266
0.470	40.000	1.008	1.020	5.100	4.845	-44.268	-102.242	-146.510
0.470	50.000	1.008	1.020	5.100	4.845	-35.415	-102.242	-137.657
0.470	60.000	1.120	1.020	4.845	5.100	-24.404	-108.160	-132.564
0.470	70.000	1.120	1.020	4.845	5.100	-20.918	-108.160	-129.078
0.470	80.000	1.120	1.020	4.845	5.100	-18.303	-108.160	-126.463
0.470	90.000	1.120	1.020	4.845	5.100	-16.270	-108.160	-124.429
0.470	100.000	1.120	1.020	4.845	5.100	-14.643	-108.160	-122.802
0.470	110.000	1.120	1.020	4.845	5.100	-13.311	-108.160	-121.471
0.470	120.000	1.120	1.020	4.845	5.100	-12.202	-108.160	-120.362
0.470	130.000	1.120	1.020	4.845	5.100	-11.264	-108.160	-119.423
0.470	140.000	1.120	1.020	4.845	5.100	-10.459	-108.160	-118.619
0.470	150.000	1.120	1.020	4.845	5.100	-9.762	-108.160	-117.921
0.470	160.000	1.120	1.020	4.845	5.100	-9.152	-108.160	-117.311
0.470	170.000	1.120	1.020	4.845	5.100	-8.613	-108.160	-116.773
0.470	180.000	1.120	1.020	4.845	5.100	-8.135	-108.160	-116.294
0.470	190.000	1.120	1.020	4.845	5.100	-7.707	-108.160	-115.866
0.470	200.000	1.120	1.020	4.845	5.100	-7.321	-108.160	-115.481

0.480	10.000	1.008	1.020	5.100	4.845	-177.073	-104.417	-281.491
0.480	20.000	1.008	1.020	4.845	5.100	-88.537	-104.417	-192.954
0.480	30.000	1.008	1.020	5.100	4.845	-59.024	-104.417	-163.442
0.480	40.000	1.008	1.020	4.845	5.100	-44.268	-104.417	-148.686
0.480	50.000	1.008	1.020	4.845	5.100	-35.415	-104.417	-139.832
0.480	60.000	1.120	1.020	4.845	5.100	-24.404	-110.461	-134.865
0.480	70.000	1.120	1.020	4.845	5.100	-20.918	-110.461	-131.379
0.480	80.000	1.120	1.020	4.845	5.100	-18.303	-110.461	-128.764
0.480	90.000	1.120	1.020	4.845	5.100	-16.270	-110.461	-126.731
0.480	100.000	1.120	1.020	4.845	5.100	-14.643	-110.461	-125.104
0.480	110.000	1.120	1.020	4.845	5.100	-13.311	-110.461	-123.772
0.480	120.000	1.120	1.020	4.845	5.100	-12.202	-110.461	-122.663
0.480	130.000	1.120	1.020	4.845	5.100	-11.264	-110.461	-121.724
0.480	140.000	1.120	1.020	4.845	5.100	-10.459	-110.461	-120.920
0.480	150.000	1.120	1.020	4.845	5.100	-9.762	-110.461	-120.223
0.480	160.000	1.120	1.020	4.845	5.100	-9.152	-110.461	-119.613
0.480	170.000	1.120	1.020	4.845	5.100	-8.613	-110.461	-119.074
0.480	180.000	1.120	1.020	4.845	5.100	-8.135	-110.461	-118.596
0.480	190.000	1.120	1.020	4.845	5.100	-7.707	-110.461	-118.168
0.480	200.000	1.120	1.020	4.845	5.100	-7.321	-110.461	-117.782

0.490	10.000	1.008	1.020	4.845	5.100	-177.073	-106.593	-283.666
0.490	20.000	1.008	1.020	4.845	5.100	-88.537	-106.593	-195.129
0.490	30.000	1.008	1.020	5.100	4.845	-59.024	-106.593	-165.617
0.490	40.000	1.008	1.020	5.100	4.845	-44.268	-106.593	-150.861
0.490	50.000	1.120	1.020	4.845	5.100	-29.285	-112.762	-142.047
0.490	60.000	1.120	1.020	4.845	5.100	-24.404	-112.762	-137.167
0.490	70.000	1.120	1.020	4.845	5.100	-20.918	-112.762	-133.680
0.490	80.000	1.120	1.020	4.845	5.100	-18.303	-112.762	-131.065
0.490	90.000	1.120	1.020	4.845	5.100	-16.270	-112.762	-129.032
0.490	100.000	1.120	1.020	4.845	5.100	-14.643	-112.762	-127.405
0.490	110.000	1.120	1.020	4.845	5.100	-13.311	-112.762	-126.074
0.490	120.000	1.120	1.020	4.845	5.100	-12.202	-112.762	-124.964
0.490	130.000	1.120	1.020	4.845	5.100	-11.264	-112.762	-124.026
0.490	140.000	1.120	1.020	4.845	5.100	-10.459	-112.762	-123.221
0.490	150.000	1.120	1.020	4.845	5.100	-9.762	-112.762	-122.524
0.490	160.000	1.120	1.020	4.845	5.100	-9.152	-112.762	-121.914
0.490	170.000	1.120	1.020	4.845	5.100	-8.613	-112.762	-121.376
0.490	180.000	1.120	1.020	4.845	5.100	-8.135	-112.762	-120.897
0.490	190.000	1.120	1.020	4.845	5.100	-7.707	-112.762	-120.469
0.490	200.000	1.120	1.020	4.845	5.100	-7.321	-112.762	-120.084

0.500	10.000	1.008	1.020	4.845	5.100	-177.073	-108.768	-285.841
0.500	20.000	1.008	1.020	5.100	4.845	-88.537	-108.768	-197.305
0.500	30.000	1.008	1.020	4.845	5.100	-59.024	-108.768	-167.792
0.500	40.000	1.008	1.020	4.845	5.100	-44.268	-108.768	-153.036
0.500	50.000	1.120	1.020	4.845	5.100	-29.285	-115.063	-144.349
0.500	60.000	1.120	1.020	4.845	5.100	-24.404	-115.063	-139.468
0.500	70.000	1.120	1.020	4.845	5.100	-20.918	-115.063	-135.982
0.500	80.000	1.120	1.020	4.845	5.100	-18.303	-115.063	-133.367
0.500	90.000	1.120	1.020	4.845	5.100	-16.270	-115.063	-131.333
0.500	100.000	1.120	1.020	4.845	5.100	-14.643	-115.063	-129.706
0.500	110.000	1.120	1.020	4.845	5.100	-13.311	-115.063	-128.375
0.500	120.000	1.120	1.020	4.845	5.100	-12.202	-115.063	-127.266
0.500	130.000	1.120	1.020	4.845	5.100	-11.264	-115.063	-126.327
0.500	140.000	1.120	1.020	4.845	5.100	-10.459	-115.063	-125.522
0.500	150.000	1.120	1.020	4.845	5.100	-9.762	-115.063	-124.825
0.500	160.000	1.120	1.020	4.845	5.100	-9.152	-115.063	-124.215
0.500	170.000	1.120	1.020	4.845	5.100	-8.613	-115.063	-123.677
0.500	180.000	1.120	1.020	4.845	5.100	-8.135	-115.063	-123.198
0.500	190.000	1.120	1.020	4.845	5.100	-7.707	-115.063	-122.770
0.500	200.000	1.120	1.020	4.845	5.100	-7.321	-115.063	-122.385
